sample,sex,fastq_1,fastq_2,strandedness
HSB543,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB543_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB543_2_val_2.fq.gz,reverse
HSB544,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB544_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB544_2_val_2.fq.gz,reverse
HSB545,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB545_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB545_2_val_2.fq.gz,reverse
HSB546,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB546_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB546_2_val_2.fq.gz,reverse
HSB547,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB547_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB547_2_val_2.fq.gz,reverse
HSB561,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB561_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB561_2_val_2.fq.gz,reverse
HSB562,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB562_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB562_2_val_2.fq.gz,reverse
HSB563,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB563_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB563_2_val_2.fq.gz,reverse
HSB564,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB564_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB564_2_val_2.fq.gz,reverse
HSB565,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB565_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB565_2_val_2.fq.gz,reverse
HSB566,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB566_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB566_2_val_2.fq.gz,reverse
HSB569,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB569_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB569_2_val_2.fq.gz,reverse
HSB571,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB571_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB571_2_val_2.fq.gz,reverse
HSB572,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB572_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB572_2_val_2.fq.gz,reverse
HSB577,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB577_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB577_2_val_2.fq.gz,reverse
HSB578,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB578_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB578_2_val_2.fq.gz,reverse
HSB579,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB579_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB579_2_val_2.fq.gz,reverse
HSB587,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB583_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB583_2_val_2.fq.gz,reverse
HSB590,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB589_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB589_2_val_2.fq.gz,reverse
HSB591,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB590_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB590_2_val_2.fq.gz,reverse
HSB593,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB591_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB591_2_val_2.fq.gz,reverse
HSB573,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB593_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB593_2_val_2.fq.gz,reverse
HSB594,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB594_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB594_2_val_2.fq.gz,reverse
HSB595,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB595_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB595_2_val_2.fq.gz,reverse
HSB596,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB596_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB596_2_val_2.fq.gz,reverse
HSB597,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB597_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB597_2_val_2.fq.gz,reverse
HSB598,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB598_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB598_2_val_2.fq.gz,reverse
HSB608,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB608_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB608_2_val_2.fq.gz,reverse
HSB615,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB615_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB615_2_val_2.fq.gz,reverse
HSB616,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB616_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB616_2_val_2.fq.gz,reverse
HSB618,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB618_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB618_2_val_2.fq.gz,reverse
HSB619,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB619_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB619_2_val_2.fq.gz,reverse
HSB459,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB622_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB622_2_val_2.fq.gz,reverse
HSB623,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB623_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB623_2_val_2.fq.gz,reverse
HSB624,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB624_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB624_2_val_2.fq.gz,reverse
HSB625,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB625_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB625_2_val_2.fq.gz,reverse
HSB626,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB626_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB626_2_val_2.fq.gz,reverse
HSB629,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB629_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB629_2_val_2.fq.gz,reverse
HSB630,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB630_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB630_2_val_2.fq.gz,reverse
HSB631,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB631_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB631_2_val_2.fq.gz,reverse
HSB633,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB633_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB633_2_val_2.fq.gz,reverse
HSB634,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB634_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB634_2_val_2.fq.gz,reverse
HSB637,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB637_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB637_2_val_2.fq.gz,reverse
HSB638,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB638_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB638_2_val_2.fq.gz,reverse
HSB643,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB643_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB643_2_val_2.fq.gz,reverse
HSB644,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB644_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB644_2_val_2.fq.gz,reverse
HSB645,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB645_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB645_2_val_2.fq.gz,reverse
HSB646,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB646_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB646_2_val_2.fq.gz,reverse
HSB649,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB649_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB649_2_val_2.fq.gz,reverse
HSB650,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB650_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB650_2_val_2.fq.gz,reverse
HSB651,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB651_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB651_2_val_2.fq.gz,reverse
HSB652,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB652_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB652_2_val_2.fq.gz,reverse
HSB653,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB653_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB653_2_val_2.fq.gz,reverse
HSB654,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB654_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB654_2_val_2.fq.gz,reverse
HSB657,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB657_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB657_2_val_2.fq.gz,reverse
HSB666,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB666_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB666_2_val_2.fq.gz,reverse
HSB669,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB669_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB669_2_val_2.fq.gz,reverse
HSB670,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB670_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB670_2_val_2.fq.gz,reverse
HSB671,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB671_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB671_2_val_2.fq.gz,reverse
HSB672,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB672_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB672_2_val_2.fq.gz,reverse
HSB674,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB674_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB674_2_val_2.fq.gz,reverse
HSB676,XY,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB676_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB676_2_val_2.fq.gz,reverse
HSB679,XX,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB679_1_val_1.fq.gz,/mnt/sas0/AD/lalli/nf_stage/trimmed_reads/HSB679_2_val_2.fq.gz,reverse
